Id	HS_gene_id	Gene	Description	HS	GG	NL	PT	HS_aa	PT_aa	GG_aa	NL_aa	overlap	AbsId	Subs	HS_Subs	PT_Subs	GG_Subs	NL_Subs	#1#_Subs	%AbsId	%Subs	%HS_Subs	%PT_Subs	%GG_Subs	%NL_Subs	%#1#_Subs	%NoId
ENST00000157600	ENSG00000071282	LMCD1	LIM and cysteine rich domains 1 	ENST00000157600	ENSGGOT00000029632	ENSNLET00000004783	ENSPTRT00000027262	365	365	365	345	343	335	8	1	1	0	6	0	97.667638483965	2.33236151603498	0.291545189504373	0.291545189504373	0	1.74927113702624	0	0
ENST00000157812	ENSG00000013275	PSMC4	proteasome 26S subunit%2C ATPase 4 	ENST00000157812	ENSGGOT00000000926	ENSNLET00000018143	ENSPTRT00000108399	418	421	418	421	403	401	2	0	0	0	0	0	99.5037220843672	0.49627791563276	0	0	0	0	0	0
ENST00000158009	ENSG00000073598	FNDC8	fibronectin type III domain containing 8 	ENST00000158009	ENSGGOT00000000368	ENSNLET00000002383	ENSPTRT00000016609	324	324	324	324	323	299	24	1	0	2	19	2	92.5696594427245	7.43034055727554	0.309597523219814	0	0.619195046439629	5.88235294117647	0.619195046439629	0
ENST00000158762	ENSG00000072818	ACAP1	ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 1 	ENST00000158762	ENSGGOT00000001700	ENSNLET00000011999	ENSPTRT00000066539	740	740	740	702	698	689	9	2	0	0	7	0	98.7106017191977	1.28939828080229	0.286532951289398	0	0	1.00286532951289	0	0
ENST00000158771	ENSG00000072849	DERL2	derlin 2 	ENST00000158771	ENSGGOT00000051840	ENSNLET00000011655	ENSPTRT00000092146	239	239	239	239	239	238	1	0	0	0	1	0	99.581589958159	0.418410041841	0	0	0	0.418410041841004	0	0
ENST00000159060	ENSG00000074771	NOX3	NADPH oxidase 3 	ENST00000159060	ENSGGOT00000015778	ENSNLET00000019932	ENSPTRT00000034584	568	568	568	568	568	543	25	0	4	8	11	0	95.5985915492958	4.40140845070422	0	0.704225352112676	1.40845070422535	1.93661971830986	0	0
ENST00000159087	ENSG00000074855	ANO8	anoctamin 8 	ENST00000159087	ENSGGOT00000026222	ENSNLET00000007299	ENSPTRT00000019674	1232	1234	581	1179	405	391	14	0	0	10	4	0	96.5432098765432	3.45679012345678	0	0	2.46913580246914	0.987654320987654	0	0
ENST00000160373	ENSG00000077063	CTTNBP2	cortactin binding protein 2 	ENST00000160373	ENSGGOT00000015003	ENSNLET00000015003	ENSPTRT00000036340	1663	1665	1663	1663	1663	1628	35	3	3	4	23	0	97.8953698135899	2.10463018641011	0.180396873120866	0.180396873120866	0.240529164161155	1.38304269392664	0	0
ENST00000160827	ENSG00000079616	KIF22	kinesin family member 22 	ENST00000160827	ENSGGOT00000067477	ENSNLET00000009627	ENSPTRT00000014699	665	665	668	662	639	624	15	2	2	1	9	1	97.6525821596244	2.34741784037558	0.312989045383412	0.312989045383412	0.156494522691706	1.40845070422535	0.156494522691706	0
ENST00000161863	ENSG00000047188	YTHDC2	YTH domain containing 2 	ENST00000161863	ENSGGOT00000025446	ENSNLET00000014917	ENSPTRT00000031752	1430	1430	1430	1430	1430	1407	23	4	1	3	14	0	98.3916083916084	1.60839160839161	0.27972027972028	0.06993006993007	0.20979020979021	0.979020979020979	0	0
ENST00000162044	ENSG00000064545	TMEM161A	transmembrane protein 161A 	ENST00000162044	ENSGGOT00000025451	ENSNLET00000007868	ENSPTRT00000019793	479	479	492	455	373	365	8	0	1	1	4	1	97.8552278820375	2.14477211796246	0	0.268096514745308	0.268096514745308	1.07238605898123	0.268096514745308	0
ENST00000162391	ENSG00000065970	FOXJ2	forkhead box J2 	ENST00000162391	ENSGGOT00000033123	ENSNLET00000002180	ENSPTRT00000008551	574	573	461	573	461	453	8	2	1	0	5	0	98.2646420824295	1.7353579175705	0.433839479392625	0.216919739696312	0	1.08459869848156	0	0
ENST00000163416	ENSG00000066455	GOLGA5	golgin A5 	ENST00000163416	ENSGGOT00000034172	ENSNLET00000021910	ENSPTRT00000107465	731	675	731	728	619	605	14	4	0	2	7	1	97.7382875605816	2.26171243941842	0.646203554119548	0	0.323101777059774	1.13085621970921	0.161550888529887	0
ENST00000164024	ENSG00000008300	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 	ENST00000164024	ENSGGOT00000048938	ENSNLET00000008500	ENSPTRT00000111288	3312	3322	3312	3186	3095	3033	62	8	10	10	27	3	97.9967689822294	2.0032310177706	0.258481421647819	0.323101777059774	0.323101777059774	0.872374798061389	0.096930533117932	0
ENST00000164133	ENSG00000068971	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta 	ENST00000164133	ENSGGOT00000000362	ENSNLET00000006878	ENSPTRT00000007201	497	497	497	424	424	417	7	0	1	0	5	0	98.3490566037736	1.65094339622641	0	0.235849056603774	0	1.17924528301887	0	0
ENST00000164139	ENSG00000068976	PYGM	glycogen phosphorylase%2C muscle associated 	ENST00000164139	ENSGGOT00000012769	ENSNLET00000006636	ENSPTRT00000007188	842	842	840	777	768	762	6	0	1	2	2	1	99.21875	0.78125	0	0.130208333333333	0.260416666666667	0.260416666666667	0.130208333333333	0
ENST00000164227	ENSG00000069399	BCL3	BCL3 transcription coactivator 	ENST00000164227	ENSGGOT00000055704	ENSNLET00000050764	ENSPTRT00000020667	454	454	398	453	349	341	8	0	2	2	4	0	97.7077363896848	2.29226361031519	0	0.573065902578797	0.573065902578797	1.14613180515759	0	0
ENST00000165524	ENSG00000071677	PRLH	prolactin releasing hormone 	ENST00000165524	ENSGGOT00000015132	ENSNLET00000014078	ENSPTRT00000108311	87	87	87	87	87	81	6	0	0	2	4	0	93.1034482758621	6.89655172413794	0	0	2.29885057471264	4.59770114942529	0	0
ENST00000166244	ENSG00000070886	EPHA8	EPH receptor A8 	ENST00000166244	ENSGGOT00000010066	ENSNLET00000049760	ENSPTRT00000000626	1005	997	1005	987	961	947	14	3	2	3	6	0	98.5431841831426	1.45681581685744	0.312174817898023	0.208116545265349	0.312174817898023	0.624349635796046	0	0
ENST00000166345	ENSG00000071539	TRIP13	thyroid hormone receptor interactor 13 	ENST00000166345	ENSGGOT00000008358	ENSNLET00000014019	ENSPTRT00000030987	432	409	362	432	253	243	10	0	1	4	5	0	96.0474308300395	3.95256916996047	0	0.395256916996047	1.58102766798419	1.97628458498024	0	0
ENST00000167106	ENSG00000071246	VASH1	vasohibin 1 	ENST00000167106	ENSGGOT00000017093	ENSNLET00000021175	ENSPTRT00000083440	365	365	365	364	364	359	5	2	1	0	2	0	98.6263736263736	1.37362637362638	0.549450549450549	0.274725274725275	0	0.549450549450549	0	0
ENST00000168216	ENSG00000072506	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10 	ENST00000168216	ENSGGOT00000026544	ENSNLET00000020400	ENSPTRT00000040756	261	261	261	261	261	254	7	0	0	0	5	2	97.3180076628352	2.68199233716476	0	0	0	1.91570881226054	0.766283524904215	0
ENST00000169298	ENSG00000073849	ST6GAL1	ST6 beta-galactoside alpha-2%2C6-sialyltransferase 1 	ENST00000169298	ENSGGOT00000006643	ENSNLET00000008514	ENSPTRT00000029305	406	406	406	406	406	399	7	0	2	1	2	2	98.2758620689655	1.72413793103448	0	0.492610837438424	0.246305418719212	0.492610837438424	0.492610837438424	0
ENST00000169551	ENSG00000075336	TIMM21	translocase of inner mitochondrial membrane 21 	ENST00000169551	ENSGGOT00000015995	ENSNLET00000038968	ENSPTRT00000018545	248	248	248	248	248	234	14	2	0	0	11	1	94.3548387096774	5.64516129032258	0.806451612903226	0	0	4.43548387096774	0.403225806451613	0
ENST00000170168	ENSG00000079313	REXO1	RNA exonuclease 1 homolog 	ENST00000170168	ENSGGOT00000029988	ENSNLET00000002508	ENSPTRT00000018750	1221	1199	1082	1203	1033	997	36	5	7	7	15	0	96.5150048402711	3.48499515972894	0.484027105517909	0.677637947725073	0.677637947725073	1.45208131655373	0	0
ENST00000170447	ENSG00000075975	MKRN2	makorin ring finger protein 2 	ENST00000170447	ENSGGOT00000057840	ENSNLET00000038133	ENSPTRT00000092185	416	418	418	417	408	402	6	2	0	0	4	0	98.5294117647059	1.47058823529412	0.490196078431373	0	0	0.980392156862745	0	0
ENST00000170564	ENSG00000076650	GPATCH1	G-patch domain containing 1 	ENST00000170564	ENSGGOT00000010910	ENSNLET00000009775	ENSPTRT00000019994	931	931	913	931	904	873	31	5	6	5	14	1	96.570796460177	3.42920353982301	0.553097345132743	0.663716814159292	0.553097345132743	1.54867256637168	0.110619469026549	0
ENST00000171111	ENSG00000079999	KEAP1	kelch like ECH associated protein 1 	ENST00000171111	ENSGGOT00000001945	ENSNLET00000015610	ENSPTRT00000019286	624	624	624	395	395	394	1	0	0	0	1	0	99.746835443038	0.25316455696202	0	0	0	0.253164556962025	0	0
ENST00000172229	ENSG00000064300	NGFR	nerve growth factor receptor 	ENST00000172229	ENSGGOT00000008470	ENSNLET00000003911	ENSPTRT00000017204	427	427	427	248	248	245	3	0	0	1	2	0	98.7903225806452	1.20967741935483	0	0	0.403225806451613	0.806451612903226	0	0
ENST00000173527	ENSG00000066583	ISOC1	isochorismatase domain containing 1 	ENST00000173527	ENSGGOT00000012821	ENSNLET00000015809	ENSPTRT00000055549	298	298	298	298	298	298	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000174618	ENSG00000070444	MNT	MAX network transcriptional repressor 	ENST00000174618	ENSGGOT00000060983	ENSNLET00000021948	ENSPTRT00000015771	582	582	603	535	461	431	30	7	2	3	18	0	93.4924078091106	6.50759219088937	1.51843817787419	0.433839479392625	0.650759219088937	3.90455531453362	0	0
ENST00000175091	ENSG00000068697	LAPTM4A	lysosomal protein transmembrane 4 alpha 	ENST00000175091	ENSGGOT00000027099	ENSNLET00000003094	ENSPTRT00000021778	233	233	233	233	233	233	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000175756	ENSG00000072135	PTPN18	protein tyrosine phosphatase non-receptor type 18 	ENST00000175756	ENSGGOT00000016591	ENSNLET00000013625	ENSPTRT00000098967	460	460	458	458	452	433	19	4	3	2	10	0	95.7964601769912	4.20353982300885	0.884955752212389	0.663716814159292	0.442477876106195	2.21238938053097	0	0
ENST00000176183	ENSG00000069696	DRD4	dopamine receptor D4 	ENST00000176183	ENSGGOT00000025207	ENSNLET00000010821	ENSPTRT00000005972	419	415	392	386	334	320	14	0	1	8	4	0	95.8083832335329	4.19161676646706	0	0.29940119760479	2.39520958083832	1.19760479041916	0	0
ENST00000176763	ENSG00000072786	STK10	serine/threonine kinase 10 	ENST00000176763	ENSGGOT00000012485	ENSNLET00000000475	ENSPTRT00000032399	968	968	968	916	913	886	27	2	3	2	18	0	97.0427163198248	2.95728368017525	0.219058050383352	0.328587075575027	0.219058050383352	1.97152245345016	0	0
ENST00000177694	ENSG00000073861	TBX21	T-box transcription factor 21 	ENST00000177694	ENSGGOT00000002218	ENSNLET00000002063	ENSPTRT00000017142	535	535	535	445	379	373	6	0	0	3	3	0	98.4168865435356	1.58311345646437	0	0	0.79155672823219	0.79155672823219	0	0
ENST00000177742	ENSG00000074071	MRPS34	mitochondrial ribosomal protein S34 	ENST00000177742	ENSGGOT00000006262	ENSNLET00000011206	ENSPTRT00000014033	225	225	225	217	217	215	2	0	0	1	1	0	99.0783410138249	0.921658986175117	0	0	0.460829493087558	0.460829493087558	0	0
ENST00000178638	ENSG00000074410	CA12	carbonic anhydrase 12 	ENST00000178638	ENSGGOT00000002107	ENSNLET00000015645	ENSPTRT00000090748	354	354	354	354	354	346	8	1	0	0	7	0	97.7401129943503	2.25988700564972	0.282485875706215	0	0	1.9774011299435	0	0
ENST00000178640	ENSG00000137764	MAP2K5	mitogen-activated protein kinase kinase 5 	ENST00000178640	ENSGGOT00000004763	ENSNLET00000016684	ENSPTRT00000013308	448	448	448	414	414	412	2	0	0	0	2	0	99.5169082125604	0.483091787439619	0	0	0	0.483091787439613	0	0
ENST00000179259	ENSG00000078237	TIGAR	TP53 induced glycolysis regulatory phosphatase 	ENST00000179259	ENSGGOT00000022920	ENSNLET00000055111	ENSPTRT00000008422	270	270	270	270	262	252	10	0	3	1	6	0	96.1832061068702	3.81679389312977	0	1.14503816793893	0.381679389312977	2.29007633587786	0	0
ENST00000180166	ENSG00000078579	FGF20	fibroblast growth factor 20 	ENST00000180166	ENSGGOT00000009816	ENSNLET00000041741	ENSPTRT00000109281	211	211	214	211	195	192	3	0	0	1	1	1	98.4615384615385	1.53846153846153	0	0	0.512820512820513	0.512820512820513	0.512820512820513	0
ENST00000180173	ENSG00000003987	MTMR7	myotubularin related protein 7 	ENST00000180173	ENSGGOT00000010590	ENSNLET00000003391	ENSPTRT00000106771	660	660	660	660	660	654	6	1	1	1	2	0	99.0909090909091	0.909090909090907	0.151515151515152	0.151515151515152	0.151515151515152	0.303030303030303	0	0
ENST00000181383	ENSG00000080618	CPB2	carboxypeptidase B2 	ENST00000181383	ENSGGOT00000002020	ENSNLET00000003308	ENSPTRT00000010758	423	423	423	423	423	407	16	3	1	1	9	1	96.2174940898345	3.78250591016548	0.709219858156028	0.236406619385343	0.236406619385343	2.12765957446808	0.236406619385343	0
ENST00000181796	ENSG00000065809	FAM107B	family with sequence similarity 107 member B 	ENST00000181796	ENSGGOT00000066058	ENSNLET00000053982	ENSPTRT00000087750	306	306	306	306	306	291	15	0	1	3	10	0	95.0980392156863	4.90196078431373	0	0.326797385620915	0.980392156862745	3.26797385620915	0	0
ENST00000181839	ENSG00000065883	CDK13	cyclin dependent kinase 13 	ENST00000181839	ENSGGOT00000007923	ENSNLET00000003949	ENSPTRT00000035312	1512	1512	1310	1269	1254	1243	11	1	2	3	5	0	99.1228070175439	0.877192982456137	0.079744816586922	0.159489633173844	0.239234449760766	0.398724082934609	0	0
ENST00000182290	ENSG00000064201	TSPAN32	tetraspanin 32 	ENST00000182290	ENSGGOT00000068513	ENSNLET00000003416	ENSPTRT00000090198	320	320	320	254	243	228	15	2	4	2	7	0	93.8271604938272	6.17283950617284	0.823045267489712	1.64609053497942	0.823045267489712	2.88065843621399	0	0
ENST00000182527	ENSG00000065308	TRAM2	translocation associated membrane protein 2 	ENST00000182527	ENSGGOT00000011969	ENSNLET00000004765	ENSPTRT00000073921	370	370	370	370	370	368	2	0	1	0	1	0	99.4594594594595	0.540540540540547	0	0.27027027027027	0	0.27027027027027	0	0
ENST00000185150	ENSG00000068912	ERLEC1	endoplasmic reticulum lectin 1 	ENST00000185150	ENSGGOT00000000552	ENSNLET00000011469	ENSPTRT00000095797	483	483	483	483	483	481	2	1	0	0	1	0	99.5859213250518	0.414078674948243	0.20703933747412	0	0	0.20703933747412	0	0
ENST00000185206	ENSG00000112782	CLIC5	chloride intracellular channel 5 	ENST00000185206	ENSGGOT00000013256	ENSNLET00000037845	ENSPTRT00000082786	410	410	410	412	407	393	14	0	1	3	9	0	96.5601965601966	3.43980343980344	0	0.245700245700246	0.737100737100737	2.21130221130221	0	0
ENST00000186436	ENSG00000075568	TMEM131	transmembrane protein 131 	ENST00000186436	ENSGGOT00000001536	ENSNLET00000002233	ENSPTRT00000022765	1883	1883	1883	1884	1882	1859	23	4	4	0	13	2	98.7778958554729	1.22210414452709	0.212539851222104	0.212539851222104	0	0.690754516471838	0.106269925611052	0
ENST00000187762	ENSG00000072954	TMEM38A	transmembrane protein 38A 	ENST00000187762	ENSGGOT00000008210	ENSNLET00000007090	ENSPTRT00000019646	299	299	257	299	257	253	4	1	1	0	2	0	98.443579766537	1.55642023346303	0.389105058365759	0.389105058365759	0	0.778210116731518	0	0
ENST00000188312	ENSG00000075089	ACTR6	actin related protein 6 	ENST00000188312	ENSGGOT00000000860	ENSNLET00000042872	ENSPTRT00000009819	396	396	396	396	396	395	1	0	0	1	0	0	99.7474747474748	0.252525252525245	0	0	0.252525252525252	0	0	0
ENST00000192314	ENSG00000154252	GAL3ST2	galactose-3-O-sulfotransferase 2 	ENST00000192314	ENSGGOT00000062446	ENSNLET00000009908	ENSPTRT00000094267	398	441	427	395	389	360	29	3	2	3	19	0	92.5449871465296	7.45501285347044	0.77120822622108	0.51413881748072	0.77120822622108	4.88431876606684	0	0
ENST00000192788	ENSG00000065060	UHRF1BP1	UHRF1 binding protein 1 	ENST00000192788	ENSGGOT00000014719	ENSNLET00000048785	ENSPTRT00000033410	1440	1440	1440	1440	1440	1409	31	1	3	6	15	3	97.8472222222222	2.15277777777777	0.069444444444445	0.208333333333333	0.416666666666667	1.04166666666667	0.208333333333333	0
ENST00000193322	ENSG00000081087	OSTM1	osteoclastogenesis associated transmembrane protein 1 	ENST00000193322	ENSGGOT00000009069	ENSNLET00000017363	ENSPTRT00000034136	334	334	293	324	240	232	8	0	1	1	6	0	96.6666666666667	3.33333333333333	0	0.416666666666667	0.416666666666667	2.5	0	0
ENST00000193391	ENSG00000081148	IMPG2	interphotoreceptor matrix proteoglycan 2 	ENST00000193391	ENSGGOT00000024318	ENSNLET00000003940	ENSPTRT00000028362	1241	1243	1243	1180	1165	1132	33	2	1	6	21	1	97.1673819742489	2.83261802575107	0.171673819742489	0.085836909871245	0.515021459227468	1.80257510729614	0.085836909871245	0
ENST00000194097	ENSG00000249437	NAIP	NLR family apoptosis inhibitory protein 	ENST00000194097	ENSGGOT00000015799	ENSNLET00000005657	ENSPTRT00000043543	1403	1403	1127	1257	977	930	47	3	5	8	26	2	95.1893551688843	4.81064483111567	0.307062436028659	0.511770726714432	0.818833162743091	2.66120777891505	0.204708290685773	0
ENST00000194118	ENSG00000081791	KIAA0141	DAP3 binding cell death enhancer 1 	ENST00000194118	ENSGGOT00000013057	ENSNLET00000058024	ENSPTRT00000032109	515	530	530	536	515	490	25	2	2	7	14	0	95.1456310679612	4.85436893203884	0.388349514563107	0.388349514563107	1.35922330097087	2.71844660194175	0	0
ENST00000194130	ENSG00000081800	SLC13A1	solute carrier family 13 member 1 	ENST00000194130	ENSGGOT00000006393	ENSNLET00000015443	ENSPTRT00000036369	595	595	595	595	595	578	17	5	2	1	8	0	97.1428571428571	2.85714285714286	0.840336134453782	0.336134453781513	0.168067226890756	1.34453781512605	0	0
ENST00000194530	ENSG00000082146	STRADB	STE20 related adaptor beta 	ENST00000194530	ENSGGOT00000051891	ENSNLET00000008896	ENSPTRT00000082225	418	419	419	412	393	386	7	0	1	0	4	2	98.2188295165394	1.78117048346056	0	0.254452926208651	0	1.01781170483461	0.508905852417303	0
ENST00000194900	ENSG00000082458	DLG3	discs large MAGUK scaffold protein 3 	ENST00000194900	ENSGGOT00000043790	ENSNLET00000042625	ENSPTRT00000102936	849	853	863	837	768	768	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000196061	ENSG00000083444	PLOD1	procollagen-lysine%2C2-oxoglutarate 5-dioxygenase 1 	ENST00000196061	ENSGGOT00000043065	ENSNLET00000012444	ENSPTRT00000100901	727	737	737	667	598	587	11	4	2	0	4	0	98.1605351170569	1.83946488294315	0.668896321070234	0.334448160535117	0	0.668896321070234	0	0
ENST00000196371	ENSG00000083720	OXCT1	3-oxoacid CoA-transferase 1 	ENST00000196371	ENSGGOT00000046304	ENSNLET00000021214	ENSPTRT00000079503	520	557	557	476	439	435	4	0	1	1	2	0	99.0888382687927	0.911161731207287	0	0.227790432801822	0.227790432801822	0.455580865603645	0	0
ENST00000197268	ENSG00000084444	FAM234B	family with sequence similarity 234 member B 	ENST00000197268	ENSGGOT00000067084	ENSNLET00000004743	ENSPTRT00000008713	622	683	653	625	606	596	10	1	1	1	6	0	98.3498349834984	1.65016501650165	0.165016501650165	0.165016501650165	0.165016501650165	0.99009900990099	0	0
ENST00000198939	ENSG00000085872	CHERP	calcium homeostasis endoplasmic reticulum protein 	ENST00000198939	ENSGGOT00000016408	ENSNLET00000038114	ENSPTRT00000019641	927	917	780	916	769	763	6	0	0	1	4	0	99.2197659297789	0.78023407022107	0	0	0.130039011703511	0.520156046814044	0	0
ENST00000199320	ENSG00000086189	DIMT1	DIMT1 rRNA methyltransferase and ribosome maturation factor 	ENST00000199320	ENSGGOT00000002324	ENSNLET00000003896	ENSPTRT00000031358	313	313	313	313	313	310	3	0	0	2	1	0	99.0415335463259	0.95846645367412	0	0	0.638977635782748	0.319488817891374	0	0
ENST00000199447	ENSG00000086288	NME8	NME/NM23 family member 8 	ENST00000199447	ENSGGOT00000007478	ENSNLET00000003314	ENSPTRT00000035279	588	588	588	588	588	546	42	7	5	5	20	0	92.8571428571429	7.14285714285714	1.19047619047619	0.850340136054422	0.850340136054422	3.40136054421769	0	0
ENST00000199448	ENSG00000086289	EPDR1	ependymin related 1 	ENST00000199448	ENSGGOT00000000420	ENSNLET00000034410	ENSPTRT00000035281	224	331	333	214	214	205	9	0	2	0	5	1	95.7943925233645	4.20560747663552	0	0.934579439252336	0	2.33644859813084	0.467289719626168	0
ENST00000199706	ENSG00000086504	MRPL28	mitochondrial ribosomal protein L28 	ENST00000199706	ENSGGOT00000045810	ENSNLET00000036757	ENSPTRT00000095059	256	256	256	256	256	249	7	1	1	1	4	0	97.265625	2.734375	0.390625	0.390625	0.390625	1.5625	0	0
ENST00000199814	ENSG00000086589	RBM22	RNA binding motif protein 22 	ENST00000199814	ENSGGOT00000012997	ENSNLET00000044670	ENSPTRT00000081743	420	423	420	613	391	389	2	0	2	0	0	0	99.4884910485933	0.511508951406654	0	0.51150895140665	0	0	0	0
ENST00000199936	ENSG00000086696	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 	ENST00000199936	ENSGGOT00000016692	ENSNLET00000013655	ENSPTRT00000015481	387	387	387	387	384	356	28	1	2	3	22	0	92.7083333333333	7.29166666666667	0.260416666666667	0.520833333333333	0.78125	5.72916666666667	0	0
ENST00000200135	ENSG00000086827	ZW10	zw10 kinetochore protein 	ENST00000200135	ENSGGOT00000032754	ENSNLET00000039115	ENSPTRT00000007998	779	779	779	699	699	691	8	0	0	2	6	0	98.8555078683834	1.1444921316166	0	0	0.286123032904149	0.858369098712446	0	0
ENST00000200181	ENSG00000132470	ITGB4	integrin subunit beta 4 	ENST00000200181	ENSGGOT00000009568	ENSNLET00000001868	ENSPTRT00000110565	1822	1822	1805	1746	1521	1490	31	6	3	1	21	0	97.9618671926364	2.03813280736358	0.394477317554241	0.19723865877712	0.065746219592374	1.38067061143984	0	0
ENST00000200453	ENSG00000087074	PPP1R15A	protein phosphatase 1 regulatory subunit 15A 	ENST00000200453	ENSGGOT00000006350	ENSNLET00000038335	ENSPTRT00000020918	674	682	682	677	664	615	49	7	3	4	30	1	92.6204819277108	7.37951807228916	1.05421686746988	0.451807228915663	0.602409638554217	4.51807228915663	0.150602409638554	0
